Entity,Code,Year,"Homicide rate per 100,000 population - Both sexes - All ages",Echelon
Croatia,HRV,1995,3.4532254,Low
Croatia,HRV,1996,2.5637639,Low
Croatia,HRV,1997,2.504578,Low
Croatia,HRV,1998,2.2532516,Low
Croatia,HRV,1999,2.4102511,Low
Croatia,HRV,2000,2.2205446,Low
Croatia,HRV,2001,1.7973005,Very Low
Croatia,HRV,2002,1.6284217,Very Low
Croatia,HRV,2003,1.5466903,Very Low
Croatia,HRV,2004,1.86796,Very Low
Croatia,HRV,2005,1.535099,Very Low
Croatia,HRV,2006,1.6751331,Very Low
Croatia,HRV,2007,1.4073216,Very Low
Croatia,HRV,2008,1.6159633,Very Low
Croatia,HRV,2009,1.1181778,Very Low
Croatia,HRV,2010,1.4191923,Very Low
Croatia,HRV,2011,1.1259601,Very Low
Croatia,HRV,2012,1.1773956,Very Low
Croatia,HRV,2013,1.0675694,Very Low
Croatia,HRV,2014,0.8403416,Undefined
Croatia,HRV,2015,0.86960304,Undefined
Croatia,HRV,2016,1.041728,Very Low
Croatia,HRV,2017,1.0972061,Very Low
Croatia,HRV,2018,0.57685584,Undefined
Croatia,HRV,2019,0.79907954,Undefined
Croatia,HRV,2020,0.97635525,Undefined
Croatia,HRV,2021,0.81278074,Undefined
Cuba,CUB,1992,6.240873,Medium
Cuba,CUB,1993,7.3978868,Medium
Cuba,CUB,1994,8.275768,Medium
Cuba,CUB,1995,7.7974114,Medium
Cuba,CUB,1996,6.6769857,Medium
Cuba,CUB,1997,6.792064,Medium
Cuba,CUB,1998,7.413612,Medium
Cuba,CUB,1999,5.501308,Medium
Cuba,CUB,2000,5.2855306,Medium
Cuba,CUB,2001,5.4313054,Medium
Cuba,CUB,2002,5.9176097,Medium
Cuba,CUB,2003,5.7325435,Medium
Cuba,CUB,2004,5.8795786,Medium
Cuba,CUB,2005,6.082101,Medium
Cuba,CUB,2006,5.1151667,Medium
Cuba,CUB,2007,5.0399795,Medium
Cuba,CUB,2008,4.5669756,Low
Cuba,CUB,2009,5.0074515,Medium
Cuba,CUB,2010,4.4728193,Low
Cuba,CUB,2011,4.726203,Low
Cuba,CUB,2012,5.4910607,Medium
Cuba,CUB,2013,5.953233,Medium
Cuba,CUB,2014,5.2947283,Medium
Cuba,CUB,2015,5.458605,Medium
Cuba,CUB,2016,5.043197,Medium
Cuba,CUB,2017,4.5517077,Low
Cuba,CUB,2018,4.334299,Low
Cuba,CUB,2019,4.4182506,Low
Cyprus,CYP,1990,0.6341154,Undefined
Cyprus,CYP,1991,0.12514697,Undefined
Cyprus,CYP,1992,0.24678227,Undefined
Cyprus,CYP,1993,0.6053375,Undefined
Cyprus,CYP,1994,0.8289478,Undefined
Cyprus,CYP,1995,1.043578,Very Low
Cyprus,CYP,1996,1.136288,Very Low
Cyprus,CYP,1997,0.66854566,Undefined
Cyprus,CYP,1998,0.7653117,Undefined
Cyprus,CYP,1999,1.0734221,Very Low
Cyprus,CYP,2000,0.8436705,Undefined
Cyprus,CYP,2001,0.72551644,Undefined
Cyprus,CYP,2002,0.20362565,Undefined
Cyprus,CYP,2004,1.5706531,Very Low
Cyprus,CYP,2005,1.9285259,Very Low
Cyprus,CYP,2006,1.4212109,Very Low
Cyprus,CYP,2007,1.2105714,Very Low
Cyprus,CYP,2008,0.82388157,Undefined
Cyprus,CYP,2009,1.710211,Very Low
Cyprus,CYP,2010,0.7081617,Undefined
Cyprus,CYP,2011,0.7859672,Undefined
Cyprus,CYP,2012,1.9021984,Very Low
Cyprus,CYP,2013,1.0283054,Very Low
Cyprus,CYP,2014,0.9345834,Undefined
Cyprus,CYP,2015,1.263392,Very Low
Cyprus,CYP,2016,1.0852493,Very Low
Cyprus,CYP,2017,0.5792194,Undefined
Cyprus,CYP,2018,1.2306874,Very Low
Cyprus,CYP,2019,1.2206669,Very Low
Cyprus,CYP,2020,1.212085,Very Low
Cyprus,CYP,2021,1.2859793,Very Low
Czechia,CZE,1994,2.0055609,Low
Czechia,CZE,1995,1.7067988,Very Low
Czechia,CZE,1996,1.6803211,Very Low
Czechia,CZE,1997,1.8192352,Very Low
Czechia,CZE,1998,1.6952732,Very Low
Czechia,CZE,1999,1.6781884,Very Low
Czechia,CZE,2000,1.8661984,Very Low
Czechia,CZE,2001,1.3196125,Very Low
Czechia,CZE,2002,1.3576645,Very Low
Czechia,CZE,2003,1.5905484,Very Low
Czechia,CZE,2004,1.3059157,Very Low
Czechia,CZE,2005,1.0505722,Very Low
Czechia,CZE,2006,1.2615461,Very Low
Czechia,CZE,2007,1.2188246,Very Low
Czechia,CZE,2008,1.0984159,Very Low
Czechia,CZE,2009,0.90198064,Undefined
Czechia,CZE,2010,0.98425674,Undefined
Czechia,CZE,2011,0.8193302,Undefined
Czechia,CZE,2012,0.9989473,Undefined
Czechia,CZE,2013,0.85595655,Undefined
Czechia,CZE,2014,0.7701683,Undefined
Czechia,CZE,2015,0.83620006,Undefined
Czechia,CZE,2016,0.6174252,Undefined
Czechia,CZE,2017,0.62670296,Undefined
Czechia,CZE,2019,0.9205769,Undefined
Czechia,CZE,2020,0.73117787,Undefined
Czechia,CZE,2021,0.44716123,Undefined
Denmark,DNK,1990,0.7969485,Undefined
Denmark,DNK,1991,1.3182573,Very Low
Denmark,DNK,1992,1.1979591,Very Low
Denmark,DNK,1993,1.367021,Very Low
Denmark,DNK,1994,1.4384903,Very Low
Denmark,DNK,1995,1.1269873,Very Low
Denmark,DNK,1996,1.2937577,Very Low
Denmark,DNK,1997,1.6674936,Very Low
Denmark,DNK,1998,0.9247042,Undefined
Denmark,DNK,1999,0.97747046,Undefined
Denmark,DNK,2000,1.0860091,Very Low
Denmark,DNK,2001,0.9700138,Undefined
Denmark,DNK,2002,0.89240944,Undefined
Denmark,DNK,2010,0.7566411,Undefined
Denmark,DNK,2011,0.8249618,Undefined
Denmark,DNK,2012,0.83914196,Undefined
Denmark,DNK,2013,0.853275,Undefined
Denmark,DNK,2014,1.3095833,Very Low
Denmark,DNK,2015,1.0919731,Very Low
Denmark,DNK,2016,0.9812757,Undefined
Denmark,DNK,2017,1.2375193,Very Low
Denmark,DNK,2018,1.005777,Very Low
Denmark,DNK,2019,1.1387403,Very Low
Denmark,DNK,2020,0.9441021,Undefined
Denmark,DNK,2021,0.80283684,Undefined
Dominican Republic,DOM,1991,12.4752655,High
Dominican Republic,DOM,1992,10.865263,High
Dominican Republic,DOM,1993,12.275487,High
Dominican Republic,DOM,1994,13.011504,High
Dominican Republic,DOM,1995,12.795827,High
Dominican Republic,DOM,1996,12.880175,High
Dominican Republic,DOM,1997,12.736077,High
Dominican Republic,DOM,1998,13.535172,High
Dominican Republic,DOM,1999,12.673316,High
Dominican Republic,DOM,2000,14.167305,High
Dominican Republic,DOM,2001,12.631157,High
Dominican Republic,DOM,2002,14.542187,High
Dominican Republic,DOM,2003,21.323223,Very High
Dominican Republic,DOM,2004,24.759134,Very High
Dominican Republic,DOM,2005,26.121775,Very High
Dominican Republic,DOM,2006,23.093077,Very High
Dominican Republic,DOM,2007,22.452177,Very High
Dominican Republic,DOM,2008,25.139275,Very High
Dominican Republic,DOM,2009,24.616344,Very High
Dominican Republic,DOM,2010,25.307508,Very High
Dominican Republic,DOM,2011,25.37426,Very High
Dominican Republic,DOM,2012,22.610174,Very High
Dominican Republic,DOM,2013,19.474157,High
Dominican Republic,DOM,2014,17.603382,High
Dominican Republic,DOM,2016,15.35014,High
Dominican Republic,DOM,2017,11.420795,High
Dominican Republic,DOM,2018,9.920551,Medium
Dominican Republic,DOM,2019,9.428515,Medium
Dominican Republic,DOM,2020,8.73663,Medium
Dominican Republic,DOM,2021,10.541584,High
East Timor,TLS,2004,2.4313192,Low
East Timor,TLS,2005,4.7456264,Low
East Timor,TLS,2006,4.9267797,Low
East Timor,TLS,2007,6.082236,Medium
East Timor,TLS,2008,3.3554585,Low
East Timor,TLS,2009,3.0031722,Low
East Timor,TLS,2010,3.5829568,Low
East Timor,TLS,2015,4.063648,Low
Ecuador,ECU,1990,8.536018,Medium
Ecuador,ECU,1991,10.789536,High
Ecuador,ECU,1992,8.566804,Medium
Ecuador,ECU,1993,8.317742,Medium
Ecuador,ECU,1994,10.037319,High
Ecuador,ECU,1995,11.867914,High
Ecuador,ECU,1996,12.421422,High
Ecuador,ECU,1997,10.982498,High
Ecuador,ECU,1998,13.46585,High
Ecuador,ECU,1999,13.551352,High
Ecuador,ECU,2000,14.517079,High
Ecuador,ECU,2001,12.907223,High
Ecuador,ECU,2002,14.582335,High
Ecuador,ECU,2007,15.948823,High
Ecuador,ECU,2008,17.983282,High
Ecuador,ECU,2009,17.805342,High
Ecuador,ECU,2010,17.505487,High
Ecuador,ECU,2011,15.376308,High
Ecuador,ECU,2012,12.412907,High
Ecuador,ECU,2013,10.971196,High
Ecuador,ECU,2014,8.209052,Medium
Ecuador,ECU,2015,6.4831214,Medium
Ecuador,ECU,2016,5.8334804,Medium
Ecuador,ECU,2017,5.8094463,Medium
Ecuador,ECU,2018,5.841674,Medium
Ecuador,ECU,2019,6.843968,Medium
Ecuador,ECU,2020,7.800509,Medium
Ecuador,ECU,2021,14.024255,High
Egypt,EGY,1990,0.47015947,Undefined
Egypt,EGY,1991,0.49137506,Undefined
Egypt,EGY,1992,0.46008325,Undefined
Egypt,EGY,1993,0.39750937,Undefined
Egypt,EGY,1994,0.36797592,Undefined
Egypt,EGY,2003,0.62003607,Undefined
Egypt,EGY,2004,0.41536367,Undefined
Egypt,EGY,2005,0.6601302,Undefined
Egypt,EGY,2006,0.6808908,Undefined
Egypt,EGY,2007,0.8270619,Undefined
Egypt,EGY,2008,1.1533216,Very Low
Egypt,EGY,2009,1.0666534,Very Low
Egypt,EGY,2010,2.1076782,Low
Egypt,EGY,2011,3.0302672,Low
Egypt,EGY,2012,2.4188852,Low
Egypt,EGY,2014,3.0232553,Low
Egypt,EGY,2015,1.750853,Very Low
Egypt,EGY,2016,1.5353159,Very Low
Egypt,EGY,2017,1.3360921,Very Low
El Salvador,SLV,1994,134.77866,Very High
El Salvador,SLV,1995,138.77399,Very High
El Salvador,SLV,1996,117.16123,Very High
El Salvador,SLV,1997,112.50055,Very High
El Salvador,SLV,1998,94.88397,Very High
El Salvador,SLV,1999,64.90709,Very High
El Salvador,SLV,2000,59.595715,Very High
El Salvador,SLV,2001,59.95229,Very High
El Salvador,SLV,2002,47.161377,Very High
El Salvador,SLV,2003,55.684162,Very High
El Salvador,SLV,2004,64.56631,Very High
El Salvador,SLV,2005,64.29476,Very High
El Salvador,SLV,2006,65.07651,Very High
El Salvador,SLV,2007,57.85778,Very High
El Salvador,SLV,2008,52.38873,Very High
El Salvador,SLV,2009,71.939995,Very High
El Salvador,SLV,2010,65.210625,Very High
El Salvador,SLV,2011,71.21968,Very High
El Salvador,SLV,2012,42.10158,Very High
El Salvador,SLV,2013,40.62634,Very High
El Salvador,SLV,2014,63.144913,Very High
El Salvador,SLV,2015,106.8196,Very High
El Salvador,SLV,2016,84.40911,Very High
El Salvador,SLV,2017,63.223526,Very High
El Salvador,SLV,2018,53.311302,Very High
El Salvador,SLV,2019,38.183395,Very High
El Salvador,SLV,2020,21.310303,Very High
El Salvador,SLV,2021,18.165499,High
Eritrea,ERI,2012,14.572975,High
Estonia,EST,1990,7.512698,Medium
Estonia,EST,1991,7.6007886,Medium
Estonia,EST,1992,14.0874195,High
Estonia,EST,1993,18.744572,High
Estonia,EST,1994,20.464489,Very High
Estonia,EST,1995,16.933111,High
Estonia,EST,1996,14.916322,High
Estonia,EST,1997,12.522072,High
Estonia,EST,1998,13.889416,High
Estonia,EST,1999,11.186332,High
Estonia,EST,2000,10.237125,High
Estonia,EST,2001,9.870357,Medium
Estonia,EST,2002,10.295525,High
Estonia,EST,2007,7.161109,Medium
Estonia,EST,2008,6.432258,Medium
Estonia,EST,2009,5.245208,Medium
Estonia,EST,2010,5.2570906,Medium
Estonia,EST,2011,4.8966837,Low
Estonia,EST,2012,4.7630496,Low
Estonia,EST,2013,3.9454272,Low
Estonia,EST,2014,3.118995,Low
Estonia,EST,2015,3.4229474,Low
Estonia,EST,2016,2.5077407,Low
Estonia,EST,2017,2.2010574,Low
Estonia,EST,2018,2.1177669,Low
Estonia,EST,2019,1.9592499,Very Low
Estonia,EST,2020,3.1592155,Low
Estonia,EST,2021,1.9567984,Very Low
Eswatini,SWZ,1990,19.086405,High
Eswatini,SWZ,1991,19.107317,High
Eswatini,SWZ,1992,18.807455,High
Eswatini,SWZ,1993,18.249496,High
Eswatini,SWZ,1994,15.9373,High
Eswatini,SWZ,1998,16.415339,High
Eswatini,SWZ,1999,11.19436,High
Eswatini,SWZ,2000,12.421197,High
Eswatini,SWZ,2001,17.66859,High
Eswatini,SWZ,2002,12.752086,High
Eswatini,SWZ,2003,12.7503195,High
Eswatini,SWZ,2004,13.6991,High
Eswatini,SWZ,2005,12.967797,High
Eswatini,SWZ,2006,11.783978,High
Eswatini,SWZ,2007,11.162274,High
Eswatini,SWZ,2008,19.910631,High
Eswatini,SWZ,2009,17.079403,High
Eswatini,SWZ,2010,18.910467,High
Eswatini,SWZ,2011,15.560379,High
Eswatini,SWZ,2012,9.357197,Medium
Eswatini,SWZ,2013,9.120832,Medium
Eswatini,SWZ,2014,10.48083,High
Eswatini,SWZ,2015,9.877101,Medium
Eswatini,SWZ,2016,10.15296,High
Eswatini,SWZ,2017,11.290696,High
Eswatini,SWZ,2021,12.664906,High
Ethiopia,ETH,2012,8.631964,Medium
Fiji,FJI,1990,4.1003036,Low
Fiji,FJI,1991,2.1660686,Low
Fiji,FJI,1992,3.304279,Low
Fiji,FJI,1993,1.9006625,Very Low
Fiji,FJI,1994,4.425878,Low
Fiji,FJI,1995,3.0293622,Low
Fiji,FJI,1996,1.6320617,Very Low
Fiji,FJI,1997,1.6157659,Very Low
Fiji,FJI,2003,2.912716,Low
Fiji,FJI,2004,2.653761,Low
Fiji,FJI,2005,2.6288013,Low
Fiji,FJI,2006,2.491272,Low
Fiji,FJI,2007,2.3578339,Low
Fiji,FJI,2008,1.8957758,Very Low
Fiji,FJI,2009,3.2172801,Low
Fiji,FJI,2010,2.2095308,Low
Fiji,FJI,2011,2.2017837,Low
Fiji,FJI,2012,2.1952474,Low
Fiji,FJI,2013,2.0800195,Low
Fiji,FJI,2014,2.1844554,Low
Fiji,FJI,2020,2.1729164,Low
Finland,FIN,1990,3.0482028,Low
Finland,FIN,1991,3.0714896,Low
Finland,FIN,1992,3.093936,Low
Finland,FIN,1993,2.5658207,Low
Finland,FIN,1994,2.8888726,Low
Finland,FIN,1995,2.8582935,Low
Finland,FIN,1996,2.98553,Low
Finland,FIN,1997,2.7043104,Low
Finland,FIN,1998,2.1926656,Low
Finland,FIN,1999,2.7683718,Low
Finland,FIN,2000,2.8592353,Low
Finland,FIN,2001,3.0069377,Low
Finland,FIN,2002,2.5381708,Low
Finland,FIN,2003,1.9758338,Very Low
Finland,FIN,2004,2.8308342,Low
Finland,FIN,2005,2.2683642,Low
Finland,FIN,2006,2.2596722,Low
Finland,FIN,2007,2.4391677,Low
Finland,FIN,2008,2.5031288,Low
Finland,FIN,2009,2.2476897,Low
Finland,FIN,2010,2.2001498,Low
Finland,FIN,2011,2.041511,Low
Finland,FIN,2012,1.6439292,Very Low
Finland,FIN,2013,1.6363689,Very Low
Finland,FIN,2014,1.6112968,Very Low
Finland,FIN,2015,1.4964975,Very Low
Finland,FIN,2016,1.3466251,Very Low
Finland,FIN,2017,1.2163817,Very Low
Finland,FIN,2018,1.5592532,Very Low
Finland,FIN,2019,1.466983,Very Low
Finland,FIN,2020,1.645728,Very Low
France,FRA,1990,2.401933,Low
France,FRA,1991,2.392082,Low
France,FRA,1992,2.360015,Low
France,FRA,1993,2.6624026,Low
France,FRA,1994,2.4567506,Low
France,FRA,1995,2.3267012,Low
France,FRA,1996,2.0321684,Low
France,FRA,1997,1.6649561,Very Low
France,FRA,1998,1.6546046,Very Low
France,FRA,1999,1.6331859,Very Low
France,FRA,2000,1.7915143,Very Low
France,FRA,2001,1.774132,Very Low
France,FRA,2002,1.8847018,Very Low
France,FRA,2003,1.652484,Very Low
France,FRA,2004,1.6470233,Very Low
France,FRA,2005,1.6129544,Very Low
France,FRA,2006,1.442896,Very Low
France,FRA,2007,1.6191262,Very Low
France,FRA,2008,1.654218,Very Low
France,FRA,2009,1.318983,Very Low
France,FRA,2010,1.2747306,Very Low
France,FRA,2011,1.3635943,Very Low
France,FRA,2012,1.2430353,Very Low
France,FRA,2013,1.2268063,Very Low
France,FRA,2014,1.2455084,Very Low
France,FRA,2015,1.5859641,Very Low
France,FRA,2016,1.2173907,Very Low
France,FRA,2017,1.106883,Very Low
France,FRA,2018,1.0827998,Very Low
France,FRA,2019,1.1692591,Very Low
France,FRA,2020,1.0732001,Very Low
France,FRA,2021,1.13743,Very Low
Georgia,GEO,1990,5.0077567,Medium
Georgia,GEO,1991,7.872824,Medium
Georgia,GEO,1992,14.696543,High
Georgia,GEO,1993,17.123318,High
Georgia,GEO,1994,11.564827,High
Georgia,GEO,1995,8.016112,Medium
Georgia,GEO,1996,5.6707535,Medium
Georgia,GEO,1997,6.142199,Medium
Georgia,GEO,1998,5.378004,Medium
Georgia,GEO,1999,5.5523944,Medium
Georgia,GEO,2000,5.6035256,Medium
Georgia,GEO,2001,6.345788,Medium
Georgia,GEO,2002,7.1901217,Medium
Georgia,GEO,2004,7.470807,Medium
Georgia,GEO,2005,10.173732,High
Georgia,GEO,2006,8.21075,Medium
Georgia,GEO,2007,8.447523,Medium
Georgia,GEO,2008,6.7788773,Medium
Georgia,GEO,2009,5.447189,Medium
Georgia,GEO,2010,4.8738136,Low
Georgia,GEO,2016,1.0341783,Very Low
Georgia,GEO,2017,2.4125772,Low
Georgia,GEO,2018,2.3592877,Low
Georgia,GEO,2019,2.0420012,Low
Germany,DEU,1990,1.1729844,Very Low
Germany,DEU,1991,1.4122455,Very Low
Germany,DEU,1992,1.4437997,Very Low
Germany,DEU,1993,1.6730069,Very Low
Germany,DEU,1994,2.4096794,Low
Germany,DEU,1995,2.5048301,Low
Germany,DEU,1996,2.3652885,Low
Germany,DEU,1997,2.2103224,Low
Germany,DEU,1998,1.9650563,Very Low
Germany,DEU,1999,1.6258575,Very Low
Germany,DEU,2000,1.6725591,Very Low
Germany,DEU,2001,1.4488208,Very Low
Germany,DEU,2002,1.4390358,Very Low
Germany,DEU,2003,1.3485471,Very Low
Germany,DEU,2004,1.3683347,Very Low
Germany,DEU,2005,1.2855216,Very Low
Germany,DEU,2006,1.2170813,Very Low
Germany,DEU,2007,1.0938139,Very Low
Germany,DEU,2008,1.0231787,Very Low
Germany,DEU,2009,0.9881786,Undefined
Germany,DEU,2010,0.97509885,Undefined
Germany,DEU,2011,0.9063736,Undefined
Germany,DEU,2012,0.8081371,Undefined
Germany,DEU,2013,0.8349597,Undefined
Germany,DEU,2014,0.87467664,Undefined
Germany,DEU,2015,0.8309653,Undefined
Germany,DEU,2016,1.1696628,Very Low
Germany,DEU,2017,0.9839711,Undefined
Germany,DEU,2018,0.9505807,Undefined
Germany,DEU,2019,0.7492651,Undefined
Germany,DEU,2020,0.93844897,Undefined
Germany,DEU,2021,0.83324784,Undefined
Ghana,GHA,2001,2.144034,Low
Ghana,GHA,2002,1.931755,Very Low
Ghana,GHA,2003,2.044116,Low
Ghana,GHA,2004,2.06332,Low
Ghana,GHA,2005,1.7469034,Very Low
Ghana,GHA,2006,1.783659,Very Low
Ghana,GHA,2007,1.6829535,Very Low
Ghana,GHA,2008,1.7676497,Very Low
Ghana,GHA,2009,1.7113706,Very Low
Ghana,GHA,2010,1.650067,Very Low
Ghana,GHA,2011,1.6141378,Very Low
Ghana,GHA,2012,2.0849807,Low
Ghana,GHA,2013,2.001773,Low
Ghana,GHA,2014,1.9257805,Very Low
Ghana,GHA,2015,1.8184376,Very Low
Ghana,GHA,2016,1.8575976,Very Low
Ghana,GHA,2017,2.015071,Low
Ghana,GHA,2018,1.6196619,Very Low
Ghana,GHA,2019,1.8114166,Very Low
Ghana,GHA,2020,1.7246522,Very Low
Ghana,GHA,2021,1.8365651,Very Low
Greece,GRC,1990,1.0094877,Very Low
Greece,GRC,1991,1.3280025,Very Low
Greece,GRC,1992,1.307453,Very Low
Greece,GRC,1993,1.4199919,Very Low
Greece,GRC,1994,1.2491293,Very Low
Greece,GRC,1995,1.4075413,Very Low
Greece,GRC,1996,1.5642636,Very Low
Greece,GRC,1997,1.8666197,Very Low
Greece,GRC,1998,1.6088524,Very Low
Greece,GRC,1999,1.4098777,Very Low
Greece,GRC,2001,1.1921769,Very Low
Greece,GRC,2002,0.8471051,Undefined
Greece,GRC,2004,0.9986423,Undefined
Greece,GRC,2005,1.1877502,Very Low
Greece,GRC,2006,0.99044734,Undefined
Greece,GRC,2007,1.1720695,Very Low
Greece,GRC,2008,1.3003874,Very Low
Greece,GRC,2009,1.3748817,Very Low
Greece,GRC,2010,1.5951011,Very Low
Greece,GRC,2011,1.6720091,Very Low
Greece,GRC,2012,1.5140965,Very Low
Greece,GRC,2013,1.4018042,Very Low
Greece,GRC,2014,0.9849978,Undefined
Greece,GRC,2015,0.86058193,Undefined
Greece,GRC,2016,0.7814141,Undefined
Greece,GRC,2017,0.8043225,Undefined
Greece,GRC,2018,0.93104,Undefined
Greece,GRC,2019,0.7376567,Undefined
Greece,GRC,2020,0.7419928,Undefined
Greece,GRC,2021,0.85205257,Undefined
Guatemala,GTM,1992,27.869928,Very High
Guatemala,GTM,1993,32.862526,Very High
Guatemala,GTM,1994,32.08544,Very High
Guatemala,GTM,1995,31.457798,Very High
Guatemala,GTM,1996,34.03781,Very High
Guatemala,GTM,1997,36.6608,Very High
Guatemala,GTM,1998,29.595766,Very High
Guatemala,GTM,1999,23.160458,Very High
Guatemala,GTM,2000,24.7446,Very High
Guatemala,GTM,2001,26.896059,Very High
Guatemala,GTM,2002,29.544691,Very High
Guatemala,GTM,2003,33.70589,Very High
Guatemala,GTM,2004,35.06728,Very High
Guatemala,GTM,2005,40.64628,Very High
Guatemala,GTM,2006,43.87729,Very High
Guatemala,GTM,2007,42.207535,Very High
Guatemala,GTM,2008,45.00892,Very High
Guatemala,GTM,2009,45.569904,Very High
Guatemala,GTM,2010,40.981575,Very High
Guatemala,GTM,2011,38.298565,Very High
Guatemala,GTM,2012,34.075195,Very High
Guatemala,GTM,2013,33.42484,Very High
Guatemala,GTM,2014,33.429344,Very High
Guatemala,GTM,2017,32.78298,Very High
Guatemala,GTM,2018,28.895842,Very High
Guatemala,GTM,2019,25.645466,Very High
Guatemala,GTM,2020,18.960165,High
Guatemala,GTM,2021,19.990364,High
Guinea-Bissau,GNB,2016,3.4885912,Low
Guinea-Bissau,GNB,2017,1.1171243,Very Low
Guyana,GUY,1990,12.046314,High
Guyana,GUY,1991,25.803104,Very High
Guyana,GUY,1992,14.093998,High
Guyana,GUY,1993,15.658678,High
Guyana,GUY,1994,14.408722,High
Guyana,GUY,1995,14.500669,High
Guyana,GUY,1996,11.677739,High
Guyana,GUY,1997,11.519959,High
Guyana,GUY,1998,14.9333315,High
Guyana,GUY,1999,12.005055,High
Guyana,GUY,2000,10.012503,High
Guyana,GUY,2001,10.5289545,High
Guyana,GUY,2002,18.807783,High
Guyana,GUY,2003,27.479698,Very High
Guyana,GUY,2004,17.22722,High
Guyana,GUY,2005,18.691368,High
Guyana,GUY,2006,20.174915,Very High
Guyana,GUY,2007,15.201154,High
Guyana,GUY,2008,20.950739,Very High
Guyana,GUY,2009,15.573877,High
Guyana,GUY,2010,18.718292,High
Guyana,GUY,2011,17.467718,High
Guyana,GUY,2012,18.68365,High
Guyana,GUY,2013,20.737991,Very High
Guyana,GUY,2014,19.837175,High
Guyana,GUY,2015,19.73429,High
Guyana,GUY,2016,18.706684,High
Guyana,GUY,2017,15.067107,High
Guyana,GUY,2018,14.130875,High
Guyana,GUY,2019,17.02654,High
Guyana,GUY,2020,19.69388,High
Guyana,GUY,2021,16.28205,High
Haiti,HTI,2007,5.1587834,Medium
Haiti,HTI,2008,5.20091,Medium
Haiti,HTI,2009,6.145538,Medium
Haiti,HTI,2010,6.878068,Medium
Haiti,HTI,2011,9.181951,Medium
Haiti,HTI,2012,10.219083,High
Haiti,HTI,2013,10.125515,High
Haiti,HTI,2014,9.411548,Medium
Haiti,HTI,2015,10.138438,High
Haiti,HTI,2016,9.595058,Medium
Haiti,HTI,2018,6.746927,Medium
Haiti,HTI,2020,11.32062,High
Haiti,HTI,2021,13.007129,High
Honduras,HND,1990,9.806251,Medium
Honduras,HND,1991,13.542591,High
Honduras,HND,1992,17.86991,High
Honduras,HND,1993,22.78623,Very High
Honduras,HND,1994,29.762339,Very High
Honduras,HND,1995,26.389893,Very High
Honduras,HND,1999,39.568558,Very High
Honduras,HND,2000,47.71115,Very High
Honduras,HND,2001,51.0101,Very High
Honduras,HND,2002,51.610367,Very High
Honduras,HND,2003,56.554672,Very High
Honduras,HND,2004,49.286194,Very High
Honduras,HND,2005,42.460865,Very High
Honduras,HND,2006,40.25719,Very High
Honduras,HND,2007,45.277523,Very High
Honduras,HND,2008,54.987938,Very High
Honduras,HND,2009,63.7889,Very High
Honduras,HND,2010,73.79067,Very High
Honduras,HND,2011,82.38905,Very High
Honduras,HND,2012,81.570755,Very High
Honduras,HND,2013,71.769295,Very High
Honduras,HND,2014,64.53877,Very High
Honduras,HND,2015,55.38756,Very High
Honduras,HND,2016,54.435158,Very High
Honduras,HND,2017,40.13777,Very High
Honduras,HND,2018,37.874573,Very High
Honduras,HND,2019,40.94859,Very High
Honduras,HND,2020,35.695362,Very High
Honduras,HND,2021,38.245457,Very High
Hungary,HUN,1990,1.9371647,Very Low
Hungary,HUN,1991,2.9591084,Low
Hungary,HUN,1992,2.9411592,Low
Hungary,HUN,1993,2.8771644,Low
Hungary,HUN,1994,3.026367,Low
Hungary,HUN,1995,2.8662257,Low
Hungary,HUN,1996,2.6289577,Low
Hungary,HUN,1997,2.8095841,Low
Hungary,HUN,1998,2.8164988,Low
Hungary,HUN,1999,2.4730563,Low
Hungary,HUN,2000,2.0093992,Low
Hungary,HUN,2001,2.4955897,Low
Hungary,HUN,2002,2.000315,Low
Hungary,HUN,2003,2.253396,Low
Hungary,HUN,2004,2.070436,Low
Hungary,HUN,2005,1.6280298,Very Low
Hungary,HUN,2006,1.7301275,Very Low
Hungary,HUN,2007,1.5336856,Very Low
Hungary,HUN,2008,1.8057547,Very Low
Hungary,HUN,2009,1.3888085,Very Low
Hungary,HUN,2010,1.3818206,Very Low
Hungary,HUN,2011,1.4568114,Very Low
Hungary,HUN,2012,1.249732,Very Low
Hungary,HUN,2013,1.5563983,Very Low
Hungary,HUN,2014,1.4795446,Very Low
Hungary,HUN,2015,2.2449663,Low
Hungary,HUN,2016,2.0580525,Low
Hungary,HUN,2017,1.6344975,Very Low
Hungary,HUN,2018,0.87967324,Undefined
Hungary,HUN,2019,0.65494615,Undefined
Hungary,HUN,2020,0.8204647,Undefined
Hungary,HUN,2021,0.7724166,Undefined
Iceland,ISL,1994,0.0,Undefined
Iceland,ISL,1995,0.0,Undefined
Iceland,ISL,1996,0.37155867,Undefined
Iceland,ISL,1997,0.7370405,Undefined
Iceland,ISL,1998,0.0,Undefined
Iceland,ISL,1999,0.7203936,Undefined
Iceland,ISL,2000,1.7764387,Very Low
Iceland,ISL,2001,0.35058442,Undefined
Iceland,ISL,2002,1.3898637,Very Low
Iceland,ISL,2005,1.010004,Very Low
Iceland,ISL,2006,0.0,Undefined
Iceland,ISL,2007,0.6413278,Undefined
Iceland,ISL,2008,0.0,Undefined
Iceland,ISL,2009,0.3136758,Undefined
Iceland,ISL,2010,0.6282729,Undefined
Iceland,ISL,2011,0.93957585,Undefined
